latitud,longitud,fecha,temperatura_2m_C,punto_rocio_2m_C,precipitacion_total_mm,radiacion_solar_whm2,radiacion_solar_prom_4d,radiacion_solar_acum_4d,radiacion_solar_prom_7d,radiacion_solar_acum_7d,radiacion_solar_prom_14d,radiacion_solar_acum_14d,radiacion_solar_prom_21d,radiacion_solar_acum_21d,radiacion_solar_prom_28d,radiacion_solar_acum_28d,temperatura_2m_prom_4d,temperatura_2m_acum_4d,temperatura_2m_prom_7d,temperatura_2m_acum_7d,temperatura_2m_prom_14d,temperatura_2m_acum_14d,temperatura_2m_prom_21d,temperatura_2m_acum_21d,temperatura_2m_prom_28d,temperatura_2m_acum_28d,precipitacion_acum_1d,precipitacion_acum_2d,precipitacion_acum_3d,precipitacion_acum_4d,precipitacion_acum_5d
4.8,-75.75,2024-01-01,18.165018,16.87977,26.812355,200.22234,200.2223358154297,200.2223358154297,200.2223358154297,200.2223358154297,200.2223358154297,200.2223358154297,200.2223358154297,200.2223358154297,200.2223358154297,200.2223358154297,18.16501808166504,18.16501808166504,18.16501808166504,18.16501808166504,18.16501808166504,18.16501808166504,18.16501808166504,18.16501808166504,18.16501808166504,18.16501808166504,26.812355041503906,26.812355041503906,26.812355041503906,26.812355041503906,26.812355041503906
4.8,-75.75,2024-01-02,18.208475,16.801636,11.881217,210.27953,205.2509307861328,410.5018615722656,205.2509307861328,410.5018615722656,205.2509307861328,410.5018615722656,205.2509307861328,410.5018615722656,205.2509307861328,410.5018615722656,18.18674659729004,36.37349319458008,18.18674659729004,36.37349319458008,18.18674659729004,36.37349319458008,18.18674659729004,36.37349319458008,18.18674659729004,36.37349319458008,11.881217002868652,38.69357204437256,38.69357204437256,38.69357204437256,38.69357204437256
4.8,-75.75,2024-01-03,18.738922,16.919413,34.14206,234.83864,215.1134999593099,645.3404998779297,215.1134999593099,645.3404998779297,215.1134999593099,645.3404998779297,215.1134999593099,645.3404998779297,215.1134999593099,645.3404998779297,18.370805104573567,55.1124153137207,18.370805104573567,55.1124153137207,18.370805104573567,55.1124153137207,18.370805104573567,55.1124153137207,18.370805104573567,55.1124153137207,34.142059326171875,46.02327632904053,72.83563137054443,72.83563137054443,72.83563137054443
4.8,-75.75,2024-01-04,18.144876,16.242483,17.981943,247.21,223.13762664794922,892.5505065917969,223.13762664794922,892.5505065917969,223.13762664794922,892.5505065917969,223.13762664794922,892.5505065917969,223.13762664794922,892.5505065917969,18.31432294845581,73.25729179382324,18.31432294845581,73.25729179382324,18.31432294845581,73.25729179382324,18.31432294845581,73.25729179382324,18.31432294845581,73.25729179382324,17.981943130493164,52.12400245666504,64.00521945953369,90.8175745010376,90.8175745010376
4.8,-75.75,2024-01-05,17.854889,15.632568,12.527724,228.97157,230.32493591308594,921.2997436523438,224.30441589355468,1121.5220794677734,224.30441589355468,1121.5220794677734,224.30441589355468,1121.5220794677734,224.30441589355468,1121.5220794677734,18.236790657043457,72.94716262817383,18.222436141967773,91.11218070983887,18.222436141967773,91.11218070983887,18.222436141967773,91.11218070983887,18.222436141967773,91.11218070983887,12.527724266052246,30.50966739654541,64.65172672271729,76.53294372558594,103.34529876708984
4.8,-75.75,2024-01-06,18.31544,15.629069,10.119923,265.89404,244.22856521606445,976.9142608642578,231.23602040608725,1387.4161224365234,231.23602040608725,1387.4161224365234,231.23602040608725,1387.4161224365234,231.23602040608725,1387.4161224365234,18.26353168487549,73.05412673950195,18.23793665568034,109.42761993408203,18.23793665568034,109.42761993408203,18.23793665568034,109.42761993408203,18.23793665568034,109.42761993408203,10.119922637939453,22.6476469039917,40.62959003448486,74.77164936065674,86.65286636352539
4.8,-75.75,2024-01-07,18.485086,15.75356,8.510079,263.3471,251.35568237304688,1005.4227294921875,235.8233184814453,1650.7632293701172,235.8233184814453,1650.7632293701172,235.8233184814453,1650.7632293701172,235.8233184814453,1650.7632293701172,18.200072765350342,72.80029106140137,18.273243767874582,127.91270637512207,18.273243767874582,127.91270637512207,18.273243767874582,127.91270637512207,18.273243767874582,127.91270637512207,8.510079383850098,18.63000202178955,31.157726287841797,49.13966941833496,83.28172874450684
4.8,-75.75,2024-01-08,18.715311,16.552988,18.129318,246.34953,251.14056396484375,1004.562255859375,242.4129180908203,1696.8904266357422,237.13909530639648,1897.1127624511719,237.13909530639648,1897.1127624511719,237.13909530639648,1897.1127624511719,18.342681407928467,73.37072563171387,18.351857049124582,128.46299934387207,18.32850217819214,146.6280174255371,18.32850217819214,146.6280174255371,18.32850217819214,146.6280174255371,18.129318237304688,26.639397621154785,36.75932025909424,49.287044525146484,67.26898765563965
4.8,-75.75,2024-01-09,17.910013,16.31785,25.747187,229.20174,251.19810485839844,1004.7924194335938,245.11609104701452,1715.8126373291016,236.25716654459634,2126.314498901367,236.25716654459634,2126.314498901367,236.25716654459634,2126.314498901367,18.356462478637695,73.42584991455078,18.30921963282994,128.16453742980957,18.28200340270996,164.53803062438965,18.28200340270996,164.53803062438965,18.28200340270996,164.53803062438965,25.7471866607666,43.87650489807129,52.38658428192139,62.50650691986084,75.03423118591309
4.8,-75.75,2024-01-10,18.069956,16.503408,31.498987,217.50084,239.09980392456055,956.3992156982422,242.63926260811942,1698.474838256836,234.38153381347655,2343.8153381347656,234.38153381347655,2343.8153381347656,234.38153381347655,2343.8153381347656,18.29509162902832,73.18036651611328,18.213653019496373,127.49557113647461,18.26079864501953,182.6079864501953,18.26079864501953,182.6079864501953,18.26079864501953,182.6079864501953,31.498987197875977,57.24617385864258,75.37549209594727,83.88557147979736,94.00549411773682
4.8,-75.75,2024-01-11,18.232208,16.587015,26.319824,215.99188,227.2609977722168,909.0439910888672,238.17953055245536,1667.2567138671875,232.70974731445312,2559.8072204589844,232.70974731445312,2559.8072204589844,232.70974731445312,2559.8072204589844,18.231872081756592,72.92748832702637,18.2261289869036,127.5829029083252,18.25819951837713,200.84019470214844,18.25819951837713,200.84019470214844,18.25819951837713,200.84019470214844,26.31982421875,57.81881141662598,83.56599807739258,101.69531631469727,110.20539569854736
4.8,-75.75,2024-01-12,17.985617,16.533926,33.7434,217.36592,220.01509475708008,880.0603790283203,236.5215802873884,1655.6510620117188,231.43109512329102,2777.173141479492,231.43109512329102,2777.173141479492,231.43109512329102,2777.173141479492,18.049448490142822,72.19779396057129,18.24480438232422,127.71363067626953,18.2354842821757,218.8258113861084,18.2354842821757,218.8258113861084,18.2354842821757,218.8258113861084,33.74340057373047,60.06322479248047,91.56221199035645,117.30939865112305,135.43871688842773
4.8,-75.75,2024-01-13,17.954702,16.899862,60.191265,180.29985,207.78962326049805,831.1584930419922,224.29383850097656,1570.056869506836,227.4979224571815,2957.4729919433594,227.4979224571815,2957.4729919433594,227.4979224571815,2957.4729919433594,18.06062078475952,72.24248313903809,18.193270547049387,127.3528938293457,18.213885674109825,236.78051376342773,18.213885674109825,236.78051376342773,18.213885674109825,236.78051376342773,60.19126510620117,93.93466567993164,120.25448989868164,151.75347709655762,177.50066375732422
